ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value
INE316G01019,PANCHSHEEL O,,2018-10-31,98.85,,98.85
INE198N01017,PANKAJ POLY,,2018-10-31,50,,50
INE698B01011,PANKAJ POLY.,,2018-10-31,17.85,,17.85
INE820M01018,PANKAJPIYUS,,2018-10-31,55.2,,55.2
INE194B01029,PANORAM UNI,PANORAMUNI,2018-10-31,11.3,11.4,11.4
INE697V01011,,PANSARI,2018-10-31,,23,23
INE167E01029,PANYAM CEMEN,,2018-10-31,57.5,,57.5
INE275B01026,PAPERPROD,PAPERPROD,2018-10-31,324.75,327.4,327.4
INE143I01013,PARA. COSMET,,2018-10-31,35.8,,35.8
INE618H01016,PARAB DRUGS,PARABDRUGS,2018-10-31,8.69,8.35,8.69
INE883N01014,PARAGMILK,PARAGMILK,2018-10-31,288.95,289.2,289.2
INE015E01012,PARAGON FIN.,,2018-10-31,28.5,,28.5
INE074B01023,PARAMOUNT CO,PARACABLES,2018-10-31,13.3,13.2,13.3
INE904D01019,PARENT.DRUGS,PDPL,2018-10-31,21.6,21.55,21.6
INE272G01014,PARLE SOFTWR,,2018-10-31,11,,11
INE837C01013,PARNAMI,,2018-10-31,10.85,,10.85
INE383L01019,PARNAXLAB,,2018-10-31,58.9,,58.9
INE290E01011,PARSHARTI IN,,2018-10-31,5.7,,5.7
INE635I01018,PARSHWANA,,2018-10-31,17.95,,17.95
INE561H01026,PARSVNATH,PARSVNATH,2018-10-31,24.4,24.6,24.6
INE818B01023,PAS.ACRYLON,,2018-10-31,26.65,,26.65
INE604F01010,PASARI SPIN,,2018-10-31,2.62,,2.62
INE124Y01010,,PASHUPATI,2018-10-31,,75,75
INE909B01020,PASUPATI SPG,,2018-10-31,26.05,,26.05
INE529D01014,PAT INT LOG,PATINTLOG,2018-10-31,80,80.35,80.35
INE082C01024,PATEL AIRTEM,,2018-10-31,187.55,,187.55
INE244B01030,PATEL ENGG.,PATELENG,2018-10-31,77.4,77.4,77.4
INE637N01014,PATIDAR,,2018-10-31,9.5,,9.5
INE790C01014,PATSPIN INDI,PATSPINLTD,2018-10-31,24.95,24.6,24.95
INE111F01016,PAUSHAK LTD,,2018-10-31,1410,,1410
INE260M01017,PAWANSUT,,2018-10-31,4.97,,4.97
INE160H01019,PBA INFRASTR,PBAINFRA,2018-10-31,18.75,19.4,19.4
INE501F01018,PBM POLYTEX,,2018-10-31,94,,94
INE785M01013,PC JEWELLER,PCJEWELLER,2018-10-31,519.9,516,519.9
INE834B01012,PCS TECH,,2018-10-31,31.4,,31.4
INE865T01018,PDMJEPAPER,PDMJEPAPER,2018-10-31,28.1,27.4,28.1
INE111Q01013,PDSMFL,PDSMFL,2018-10-31,330,330.15,330.15
INE844A01013,PEARL POLYME,PEARLPOLY,2018-10-31,36.65,36,36.65
INE417E01010,PEE CEE COSM,,2018-10-31,145,,145
INE328D01011,PEETI SECURT,,2018-10-31,7.59,,7.59
INE140A01024,PEL,PEL,2018-10-31,2785.5,2785.9,2785.9
INE138A01028,PENLAND LTD,PENINLAND,2018-10-31,34.9,34.8,34.9
INE932A01024,PENNAR STEEL,PENIND,2018-10-31,62.35,62.35,62.35
INE455O01019,PENPEBS,PENPEBS,2018-10-31,100,101.95,101.95
INE702E01015,PENTOKEY ORG,,2018-10-31,24,,24
INE925S01012,,PERFECT,2018-10-31,,23,23
INE759I01016,PERFECTPAC,,2018-10-31,340.9,,340.9
INE418E01018,PERM MAGNETS,,2018-10-31,72.75,,72.75
INE262H01013,PERSISTENT,PERSISTENT,2018-10-31,800,799.8,800
INE742A01019,PETRON ENGG.,PETRONENGG,2018-10-31,134,133.45,134
INE347G01014,PETRONET LNG,PETRONET,2018-10-31,260,259.45,260
INE182A01018,PFIZER LTD.,PFIZER,2018-10-31,2347.95,2349,2349
INE600F01018,PFL INFOTECH,,2018-10-31,11.45,,11.45
INE457L01011,PG ELECTRO,PGEL,2018-10-31,408.95,408.5,408.95
INE940H01014,PGIL,PGIL,2018-10-31,129.1,127.7,129.1
INE594W01026,PGL,,2018-10-31,19.29,,19.29
INE486I01016,PHARMASIA,,2018-10-31,34.35,,34.35
INE602A01015,PHIL.CARBON,PHILIPCARB,2018-10-31,1294.95,1295,1295
INE245B01011,PHOENIX INT.,,2018-10-31,16.63,,16.63
INE211B01039,PHOENIX MILL,PHOENIXLTD,2018-10-31,663.85,665,665
INE977M01024,PHOENIX TN,,2018-10-31,14.49,,14.49
INE107J01016,PHOTON CAP,,2018-10-31,44.1,,44.1
INE813B01016,PHOTOQUIP(I),,2018-10-31,23.1,,23.1
INE037C01010,PHYTOCHEM I.,,2018-10-31,75,,75
INE603J01030,PI INDUS.LTD,PIIND,2018-10-31,911.95,914.8,914.8
INE546C01010,PICCADILY AG,,2018-10-31,16,,16
INE544C01023,PICCADILY SU,,2018-10-31,7.9,,7.9
INE448B01029,PICTURHOUSE,,2018-10-31,7.35,,7.35
INE318A01026,PIDILITE,PIDILITIND,2018-10-31,899,898.5,899
INE417C01014,PILANIINVS,PILANIINVS,2018-10-31,3026.1,3042,3042
INE600A01035,PILITA,PILITA,2018-10-31,16,16,16
INE675G01018,PINCON,PINCON,2018-10-31,36,36.05,36.05
INE115R01012,PINCONLIFE,,2018-10-31,13.85,,13.85
INE746D01014,PION INVEST,,2018-10-31,49.75,,49.75
INE889E01010,PIONEER DIS.,PIONDIST,2018-10-31,200,201.65,201.65
INE156C01018,PIONEER EMB,PIONEEREMB,2018-10-31,41.45,40.9,41.45
INE122J01015,PIRPHYTO,PIRPHYTO,2018-10-31,47.45,46.35,47.45
INE450D01021,PITTI LAMIN.,PITTILAM,2018-10-31,87.1,87.5,87.5
INE751B01018,PIX TRANS,,2018-10-31,194,,194
INE431F01018,,PKTEA,2018-10-31,,599,599
INE083C01022,PLASTIBLEND,PLASTIBLEN,2018-10-31,251.7,242.9,251.7
INE092C01015,PM TELELINN,,2018-10-31,2.43,,2.43
INE793G01035,PMCFIN,,2018-10-31,0.65,,0.65
INE291E01019,PML,,2018-10-31,4559,,4559
INE859A01011,PNB GILTS,PNBGILTS,2018-10-31,43.75,43.7,43.75
INE572E01012,PNBHOUSING,PNBHOUSING,2018-10-31,1304.85,1304.3,1304.85
INE195J01029,PNCINFRA,PNCINFRA,2018-10-31,186.6,188,188
INE332G01032,POCHIRAJU IN,POCHIRAJU,2018-10-31,6.48,6.5,6.5
INE888B01018,PODDAR,PODDARHOUS,2018-10-31,1188.9,1176.95,1188.9
INE371C01013,PODDAR PIGM.,PODDARMENT,2018-10-31,306.1,307,307
INE035S01010,POEL,,2018-10-31,78.5,,78.5
INE637C01025,POKARNA LTD,POKARNA,2018-10-31,224.8,222,224.8
INE763A01023,POLARIS,POLARIS,2018-10-31,425,424.7,425
INE084C01012,POLO HOTELS,,2018-10-31,8.77,,8.77
INE339F01021,POLSON LTD.,,2018-10-31,21097.1,,21097.1
INE205C01021,POLY MEDICUR,POLYMED,2018-10-31,254,255,255
INE752B01024,POLYCHEM,,2018-10-31,395.2,,395.2
INE262C01014,POLYCON INT.,,2018-10-31,14.4,,14.4
INE441D01020,POLYGENTA TE,,2018-10-31,12.8,,12.8
INE323D01020,POLYLINK POL,,2018-10-31,28.4,,28.4
INE809B01014,POLYMECH.MCH,,2018-10-31,34.1,,34.1
INE633B01018,POLYPLEX,POLYPLEX,2018-10-31,514,518,518
INE914G01011,POLYSPIN,,2018-10-31,113,,113
INE012F01016,POLYTEX(P),,2018-10-31,4.61,,4.61
INE063E01046,PONDY OXIDES,,2018-10-31,643,,643
INE838E01017,PONNI SUG(ER,PONNIERODE,2018-10-31,179.9,181.05,181.05
INE973X01012,POOJA,,2018-10-31,61,,61
INE147C01017,POOJA ENT,,2018-10-31,35.25,,35.25
INE809E01018,POONA DAL,,2018-10-31,70.6,,70.6
INE370C01015,POPULAR EST,,2018-10-31,12.05,,12.05
INE386I01018,PORWAL AUTO,,2018-10-31,53.8,,53.8
INE134E01011,POWER FINAN,PFC,2018-10-31,118.5,118.5,118.5
INE752E01010,POWER GRID,POWERGRID,2018-10-31,195.15,195.3,195.3
INE982Q01017,POWERGYM,,2018-10-31,11.02,,11.02
INE211R01019,POWERMECH,POWERMECH,2018-10-31,829,830.8,830.8
INE095I01015,PPAP,PPAP,2018-10-31,588,590,590
INE689M01017,PQIF,,2018-10-31,116,,116
INE302M01033,PRABHAT,PRABHAT,2018-10-31,221.7,221.3,221.7
INE770A01010,PRADEEP MET.,,2018-10-31,99,,99
INE495J01015,PRADIPOVERS,PRADIP,2018-10-31,3,2.95,3
INE962B01011,PRAG BOSIMI,,2018-10-31,3.81,,3.81
INE074A01025,PRAJ IND.LTD,PRAJIND,2018-10-31,107.95,107.95,107.95
INE505C01016,PRAJAY ENGS.,PRAENG,2018-10-31,15.45,15.4,15.45
INE023M01027,PRAKASH CON,PRAKASHCON,2018-10-31,7.6,7.4,7.6
INE603A01013,PRAKASH IND.,PRAKASH,2018-10-31,219,218.9,219
INE569D01028,PRANAV.SPIN,,2018-10-31,19.95,,19.95
INE308H01022,PRATIBHA IND,PRATIBHA,2018-10-31,8.9,9,9
INE530D01012,PRATIKSHA CH,,2018-10-31,8.75,,8.75
INE546Y01022,PRAXIS,PRAXIS,2018-10-31,315,315,315
INE484I01029,PRECAM,PRECAM,2018-10-31,119.45,119,119.45
INE191C01015,PRECI CONTNR,,2018-10-31,0.34,,0.34
INE143C01024,PRECISION EL,,2018-10-31,31.8,,31.8
INE372C01029,PRECISION WR,PRECWIRE,2018-10-31,264,266.5,266.5
INE283A01014,,PRECOT,2018-10-31,,83.7,83.7
INE766A01018,PREM.AU.ELEC,PAEL,2018-10-31,,8,8
INE001E01012,PREMCO GLOB.,,2018-10-31,424.5,,424.5
INE863B01011,PREMIER EXPL,PREMEXPLN,2018-10-31,447.75,440.9,447.75
INE342A01018,PREMIER LTD,PREMIER,2018-10-31,35.45,35.5,35.5
INE309M01012,PREMIER POLY,PREMIERPOL,2018-10-31,39,39.95,39.95
INE940N01012,PREMIER SYN.,,2018-10-31,115,,115
INE426H01014,PRERNA INFR,,2018-10-31,24.45,,24.45
INE980A01023,PRESSMN,PRESSMN,2018-10-31,68.6,68.5,68.6
INE811K01011,PRESTIGE,PRESTIGE,2018-10-31,325.6,325,325.6
INE726V01018,PRICOLLTD,PRICOLLTD,2018-10-31,111.85,111.9,111.9
INE297D01018,PRIMA AGRO L,,2018-10-31,33.8,,33.8
INE723N01012,PRIMA IND.,,2018-10-31,17.1,,17.1
INE573B01016,PRIMA PLASTI,,2018-10-31,222,,222
INE442V01012,PRIME,,2018-10-31,196,,196
INE367G01038,PRIME FOCUS,PFOCUS,2018-10-31,110.8,111,111
INE543F01010,PRIME INDS.,,2018-10-31,1.16,,1.16
INE233C01023,PRIME PROP,,2018-10-31,41.4,,41.4
INE032B01021,PRIME SECUR.,PRIMESECU,2018-10-31,50.75,50.6,50.75
INE419E01024,PRIME URBAN,,2018-10-31,21.75,,21.75
INE748D01010,PRIMECAPM,,2018-10-31,5.25,,5.25
INE010A01011,PRISM CEMENT,PRISMCEM,2018-10-31,142.4,142.7,142.7
INE730E01016,PRISM MEDI,,2018-10-31,39.4,,39.4
INE621B01021,PRITHVIEXCH,,2018-10-31,82,,82
INE583R01011,PRITIKAUTO,,2018-10-31,132,,132
INE392B01011,PRITISHN COM,PNC,2018-10-31,23.2,23.35,23.35
INE686C01014,PRIYA LTD.,,2018-10-31,44.95,,44.95
INE732K01019,PRO FIN CAP.,,2018-10-31,229.4,,229.4
INE490J01032,PROAIMENT,,2018-10-31,0.88,,0.88
INE700B01015,PROCAL ELECT,,2018-10-31,0.69,,0.69
INE179A01014,PROCTER &GAM,PGHH,2018-10-31,9295,9364.75,9364.75
INE421E01012,PROGRESIVE E,,2018-10-31,10.95,,10.95
INE818D01011,PROMACT PLAS,,2018-10-31,4.98,,4.98
INE438C01010,PROVESTSER,,2018-10-31,21,,21
INE968G01033,PROVOGUE IND,PROVOGE,2018-10-31,6.53,6.6,6.6
INE195N01013,PROZONINTU,PROZONINTU,2018-10-31,61.5,61.6,61.6
INE953M01033,PSITINFRA,,2018-10-31,57.65,,57.65
INE474B01017,PSL LTD,PSL,2018-10-31,4.59,4.6,4.6
INE488V01015,PSPPROJECT,PSPPROJECT,2018-10-31,533.3,535,535
INF732E01110,PSUBNK BEES,PSUBNKBEES,2018-10-31,405.5,414.34,414.34
INE877F01012,PTC INDIA,PTC,2018-10-31,107.4,107.4,107.4
INE560K01014,PTCFIN SER,PFS,2018-10-31,35.45,35.4,35.45
INE596F01018,PTCIL,,2018-10-31,555.55,,555.55
INE171P01019,PTIL,,2018-10-31,281,,281
INE034D01031,PTL LTD,PTL,2018-10-31,56.5,56.5,56.5
INE105C01023,PUDMJEE IND,PDUMJEIND,2018-10-31,14.66,14.7,14.7
INE335X01014,,PULZ,2018-10-31,,48.55,48.55
INE607A01014,PUN.ALKALI,,2018-10-31,23.25,,23.25
INE277B01014,PUN.CHEM,PUNJABCHEM,2018-10-31,437,442.95,442.95
INE609A01010,PUN.COMMUNI.,,2018-10-31,40.5,,40.5
INE701B01021,PUNJ LLOYD,PUNJLLOYD,2018-10-31,23.7,23.7,23.7
INE160A01022,PUNJAB NATIO,PNB,2018-10-31,175.05,175.2,175.2
INE608A01012,PUNJABNSIND,PSB,2018-10-31,45.8,45.95,45.95
INE323I01011,PURAVANKARA,PURVA,2018-10-31,152.95,153.1,153.1
INE728W01012,,PUSHPREALM,2018-10-31,,82.75,82.75
INE362A01016,PVP VENT LTD,PVP,2018-10-31,8.04,7.95,8.04
INE191H01014,PVR LTD,PVR,2018-10-31,1474.95,1479.45,1479.45
INE428B01013,PVVINFRA,,2018-10-31,21,,21
INE523I01016,PWASML,,2018-10-31,51.65,,51.65
INE064D01012,QFSL,,2018-10-31,0.36,,0.36
INE527B01020,QUADRANT,,2018-10-31,2.03,,2.03
INE222B01028,QUANTBUILD,,2018-10-31,0.93,,0.93
INF082J01010,QUANTUM GOLD,QGOLDHALF,2018-10-31,1345.85,1353.9,1353.9
INF082J01028,QUANTUM INDX,QNIFTY,2018-10-31,,1192.7,1192.7
INE615P01015,QUESS,QUESS,2018-10-31,1016,1017.9,1017.9
INE306L01010,QUICKHEAL,QUICKHEAL,2018-10-31,351.45,351.2,351.45
INE033B01011,QUINTEGRA SO,QUINTEGRA,2018-10-31,1.31,,1.31
INE229D01011,R R FINANCE.,,2018-10-31,12.26,,12.26
INE165B01029,R.S.SOFTWARE,RSSOFTWARE,2018-10-31,71.05,70.9,71.05
INE704B01017,RACLGEAR,,2018-10-31,69,,69
INE874F01027,RADAAN MEDIA,RADAAN,2018-10-31,,2.85,2.85
INE172H01014,RADHA MADHAV,RMCL,2018-10-31,27.5,27,27.5
INE986B01036,RADHE DEVLOP,,2018-10-31,17,,17
INE204S01012,RADHEY,,2018-10-31,14.56,,14.56
INE583V01013,RADHIKAJWE,,2018-10-31,40,,40
INE944F01028,RADICOKHAIT,RADICO,2018-10-31,380.8,381.4,381.4
INE919I01016,RADIOCITY,RADIOCITY,2018-10-31,381,382.55,382.55
INE865P01016,RAFL,,2018-10-31,37.95,,37.95
INE753B01014,RAGHUNATH IN,,2018-10-31,4.04,,4.04
INE754B01012,RAGHUNATH TO,,2018-10-31,6.27,,6.27
INE855B01025,RAIN,RAIN,2018-10-31,404.95,404.75,404.95
INE230F01014,RAINBOW FOUN,,2018-10-31,17.2,,17.2
INE028D01025,RAINBOW PAP.,RAINBOWPAP,2018-10-31,3.51,3.5,3.51
INE451D01011,RAJ GLO WIR,,2018-10-31,583.55,,583.55
INE294G01018,RAJ OIL,RAJOIL,2018-10-31,2.53,2.5,2.53
INE639C01013,RAJ PACKAGIN,,2018-10-31,40.8,,40.8
INE952H01027,RAJ TELE,RAJTV,2018-10-31,59.65,58.2,59.65
INE374C01017,RAJ.PETRO,,2018-10-31,4.03,,4.03
INE497E01012,RAJ.TUBE MFG,,2018-10-31,18.05,,18.05
INE491N01016,RAJA BAHADUR,,2018-10-31,1700,,1700
INE296E01026,RAJAPAMILLS,,2018-10-31,1280,,1280
INE610C01014,RAJDARSHAN,,2018-10-31,21.7,,21.7
INE343B01030,RAJESH EXPO.,RAJESHEXPO,2018-10-31,846,833.65,846
INE376L01013,RAJKAMAL SYN,,2018-10-31,18.25,,18.25
INE013J01016,RAJKUMAR FRG,,2018-10-31,59.3,,59.3
INE535F01024,RAJOO ENGIN.,,2018-10-31,51.5,,51.5
INE751R01014,RAJPUTANA,,2018-10-31,10.2,,10.2
INE533D01024,RAJRAYON,RAJRAYON,2018-10-31,0.56,0.6,0.6
INE562B01019,RAJSH.SUGAR,RAJSREESUG,2018-10-31,48.95,48.95,48.95
INE011H01014,RAJVIR IND,RAJVIR,2018-10-31,44,47.55,47.55
INE613A01020,RALLIS INDIA,RALLIS,2018-10-31,251.35,252.6,252.6
INE207E01023,RAM RAT.WIRE,,2018-10-31,215,,215
INE425E01013,RAMA PAPER,,2018-10-31,9.65,,9.65
INE783A01013,RAMA PETRO,,2018-10-31,3.86,,3.86
INE809A01024,RAMA PHOSPH,,2018-10-31,115.4,,115.4
INE777A01015,RAMA PULP,,2018-10-31,55.9,,55.9
INE763B01013,RAMA VISION,,2018-10-31,18.88,,18.88
INE278B01020,RAMANEWS,RAMANEWS,2018-10-31,29.2,29.35,29.35
INE650D01018,RAMASIGNS,,2018-10-31,18.15,,18.15
INE230R01027,RAMASTEEL,RAMASTEEL,2018-10-31,277,274.75,277
INE246B01019,RAMCO SYSTM,RAMCOSYS,2018-10-31,510.4,509.5,510.4
INE614A01028,RAMCO INDS.,RAMCOIND,2018-10-31,296.7,297,297
INE331A01037,RAMCOCEM,RAMCOCEM,2018-10-31,773.75,773.3,773.75
INE410D01017,RAMGOPAL POL,RAMGOPOLY,2018-10-31,6.68,4.85,6.68
INE357B01022,RAMINFO,,2018-10-31,35.55,,35.55
INE874I01013,RAMKY INFRA,RAMKY,2018-10-31,223,223.9,223.9
INE005D01015,RAMSARUP IND,RAMSARUP,2018-10-31,2.24,2.15,2.24
INE625B01014,RANA SUGARS,RANASUG,2018-10-31,7.1,7.1,7.1
INE244J01017,RANE BRAKE,RBL,2018-10-31,1149.95,1152.95,1152.95
INE222J01013,RANE ENGVL,RANEENGINE,2018-10-31,598,593.95,598
INE384A01010,RANE HOLDIN,RANEHOLDIN,2018-10-31,2549.25,2564.8,2564.8
INE050H01012,RANE MADRAS,RML,2018-10-31,894,895.9,895.9
INE483D01014,RAP MEDIA,,2018-10-31,9.87,,9.87
INE350D01015,RAPICUT CARB,,2018-10-31,76.95,,76.95
INE682D01011,RASANDIK ENG,,2018-10-31,214.7,,214.7
INE027A01015,RASHTR.CHEM.,RCF,2018-10-31,98.7,98.75,98.75
INE822D01021,RASI ELECTRO,,2018-10-31,6.28,,6.28
INE349E01023,RASOI LTD.,,2018-10-31,40990,,40990
INE575I01016,RATHI BARS,,2018-10-31,35.45,,35.45
INE886C01010,RATHI GRAPH.,,2018-10-31,17.4,,17.4
INE336C01016,RATHI ST,,2018-10-31,2.97,,2.97
INE821Y01011,RATNABHUMI,,2018-10-31,32.5,,32.5
INE703B01027,RATNAMNI MET,RATNAMANI,2018-10-31,1071.65,1067.9,1071.65
INE523K01012,RAUNAQEPC,,2018-10-31,165.05,,165.05
INE615A01017,RAVALGAON,,2018-10-31,3255.8,,3255.8
INE722J01012,RAVI KUMAR,RKDL,2018-10-31,18.5,18.6,18.6
INE427E01027,RAVILEELA GR,,2018-10-31,23.25,,23.25
INE741C01017,RAYMED LABS.,,2018-10-31,2.33,,2.33
INE301A01014,RAYMOND,RAYMOND,2018-10-31,1080,1084.55,1084.55
INE976G01028,RBLBANK,RBLBANK,2018-10-31,506.35,505.3,506.35
INF204KA1ZG0,RCBFIIBG,,2018-10-31,12.62,,12.62
INF204KA1F52,RCBFIICG,,2018-10-31,11.09,,11.09
INF204KB1RT9,RCBFIVBD,,2018-10-31,11,,11
INE929D01016,RCCL,,2018-10-31,56.95,,56.95
INE140B01014,RCI IND,,2018-10-31,221.9,,221.9
INE892L01019,RCL RETAIL,,2018-10-31,15.05,,15.05
INF204K016R1,RCLENDPLAD,,2018-10-31,15.5,,15.5
INF204K015R3,RCLENDPLAG,,2018-10-31,21.65,,21.65
INE123M01017,RDB RASAYAN,,2018-10-31,94.5,,94.5
INE245L01010,RDB REALTY,,2018-10-31,59,,59
INE183B01014,REAL STRIPS,,2018-10-31,8.27,,8.27
INE020B01018,RECLTD,RECLTD,2018-10-31,157.65,157.55,157.65
INE891D01026,REDINGTON,REDINGTON,2018-10-31,184.7,185.7,185.7
INE056I01017,REFEX,REFEX,2018-10-31,20,20.1,20.1
INE428C01011,REFNOL RESIN,,2018-10-31,46.8,,46.8
INE277C01012,REG.CERAMIC,REGENCERAM,2018-10-31,6.8,7,7
INE964R01013,REGENCY,,2018-10-31,39.35,,39.35
INE425F01010,REGENCY TRUS,,2018-10-31,3.15,,3.15
INE769D01016,REGENTRP,,2018-10-31,5.67,,5.67
INE814K01015,REIL ELEC,,2018-10-31,249.9,,249.9
INE330H01018,REL COM LTD,RCOM,2018-10-31,31.05,31.05,31.05
INE046A01015,REL INDL INF,RIIL,2018-10-31,570,572,572
INE036A01016,REL INFRA,RELINFRA,2018-10-31,512.8,512.75,512.8
INE013A01015,REL.CAP.,RELCAPITAL,2018-10-31,510.35,510.4,510.4
INE750D01016,REL.CHEMOTX,,2018-10-31,123.9,,123.9
INE131B01039,RELAXO FOOT.,RELAXO,2018-10-31,652.9,640,652.9
INF204K014N5,,RELCNX100,2018-10-31,,116.82,116.82
INF204KA1LD7,,RELCONS,2018-10-31,,52.61,52.61
INF204KA1MS3,,RELDIVOPP,2018-10-31,,30.17,30.17
INE217K01011,RELHOME,RHFL,2018-10-31,82.45,82.5,82.5
INE419H01019,RELIAB VEN,,2018-10-31,18.1,,18.1
INE375Y01018,,RELIABLE,2018-10-31,,62.5,62.5
INE002A01018,RELIANCE,RELIANCE,2018-10-31,964.9,964.5,964.9
INE621H01010,RELIGARE ENT,RELIGARE,2018-10-31,47,47.15,47.15
INF204KA17D8,,RELNV20,2018-10-31,,526,526
INF204KA1UN7,RELSENSEX,,2018-10-31,377.65,,377.65
INE792V01010,RELSTRUCT,,2018-10-31,35,,35
INE206N01018,RELTD,,2018-10-31,38,,38
INE158G01015,REMI EDEL,,2018-10-31,36.95,,36.95
INE474C01015,REMSONS IND.,REMSONSIND,2018-10-31,86.3,88,88
INE722H01016,REN JEWELERY,RJL,2018-10-31,325,326,326
INE087H01022,RENUKA SUGAR,RENUKA,2018-10-31,15.95,16,16
INE612J01015,REPCO HOME,REPCOHOME,2018-10-31,638.25,637.6,638.25
INE461B01014,REPRO INDIA,REPRO,2018-10-31,749.35,750,750
INE486D01017,RESONANCE,,2018-10-31,37.95,,37.95
INE688D01026,RESPON IND,RESPONIND,2018-10-31,39.45,39.4,39.45
INE298E01022,RESTILE CER.,,2018-10-31,8,,8
INE617A01013,REVATHI EQU.,REVATHI,2018-10-31,696,698.95,698.95
INE687C01012,REXNORD ELE.,,2018-10-31,63.65,,63.65
INE811H01017,RIBA TEXTILS,,2018-10-31,115.5,,115.5
INE516H01012,RICHA IND,,2018-10-31,17.85,,17.85
INE102C01020,RICHIRICH,,2018-10-31,1.9,,1.9
INE209B01025,RICO AUTO,RICOAUTO,2018-10-31,89.5,89.5,89.5
INE325X01015,RIDDHICORP,,2018-10-31,160.1,,160.1
INE249D01019,RIDHI SIDHI,,2018-10-31,768.5,,768.5
INE909C01010,RIGA SUGAR,,2018-10-31,13.78,,13.78
INE001O01029,RISA INTL,,2018-10-31,1.27,,1.27
INE864D01015,RISHABH DIGH,,2018-10-31,50.65,,50.65
INE988D01012,RISHI LASER,,2018-10-31,37.75,,37.75
INE582D01013,RISHIROOP,,2018-10-31,135,,135
INE989D01010,RISHITECH,,2018-10-31,77.15,,77.15
INE299D01014,RIT PRO IND,,2018-10-31,10,,10
INE534D01014,RITESH INTER,,2018-10-31,4.25,,4.25
INE819Y01015,RITHWIKFMS,,2018-10-31,36.25,,36.25
INE594O01015,RJ BIOTECH,,2018-10-31,20.65,,20.65
INE399G01015,RK FORGINGS,RKFORGE,2018-10-31,801,805,805
INE786W01010,,RKEC,2018-10-31,,136,136
INE629C01014,RLF LIMITED.,,2018-10-31,1.91,,1.91
INE655V01019,RMC,,2018-10-31,64.1,,64.1
INE174N01026,RMCHEM,,2018-10-31,6.08,,6.08
INE219Y01018,,RMDRIP,2018-10-31,,71,71
INE731F01037,RMGALLOY,,2018-10-31,11.65,,11.65
INE298J01013,RNAM,RNAM,2018-10-31,289.6,290,290
INE542F01012,RNAVAL,RNAVAL,2018-10-31,48.7,48.75,48.75
INE012Q01013,RNB DENIMS,,2018-10-31,57,,57
INE820D01025,RNBOWDENIM,,2018-10-31,9.2,,9.2
INE644B01049,ROCKONENT,,2018-10-31,1.55,,1.55
INE513E01024,RODIUM,,2018-10-31,159.9,,159.9
INE927A01040,ROLLATAINER,ROLLT,2018-10-31,6.15,6.35,6.35
INE293A01013,ROLTA (I),ROLTA,2018-10-31,70.55,70.6,70.6
INE443C01010,ROOPA INDUS,,2018-10-31,14.3,,14.3
INE475C01012,ROSELABS FIN,,2018-10-31,22.15,,22.15
INE847C01020,ROSSELL IND,ROSSELLIND,2018-10-31,114.8,114.9,114.9
INE535D01029,ROTO PUMPS,,2018-10-31,125.5,,125.5
INE618A01011,ROYAL CUSHIO,,2018-10-31,4.76,,4.76
INE510H01015,ROYAL IND,,2018-10-31,1.63,,1.63
INE008C01011,ROYALE MANOR,,2018-10-31,13.48,,13.48
INE283H01019,ROYALORCH,ROHLTD,2018-10-31,217.6,219.4,219.4
INE912T01018,RPEL,,2018-10-31,136,,136
INE105J01010,RPG LIFESCI,RPGLIFE,2018-10-31,507,508.7,508.7
INE614G01033,RPOWER,RPOWER,2018-10-31,47.7,47.7,47.7
INE324L01013,RPP INFRA,RPPINFRA,2018-10-31,305.5,305.75,305.75
INF204KB1882,,RRSLGETF,2018-10-31,,16.81,16.81
INE616F01014,RSDFIN,,2018-10-31,94.75,,94.75
INE367U01013,RSTL,,2018-10-31,64,,64
INE611A01016,RSWM LTD,RSWM,2018-10-31,363.45,364,364
INE411H01032,RSYSTEMINT,RSYSTEMS,2018-10-31,43.3,43,43.3
INE840I01014,RTFL,,2018-10-31,31.5,,31.5
INE834M01019,RTNINFRA,RTNINFRA,2018-10-31,6.46,6.5,6.5
INE399K01017,RTNPOWER,RTNPOWER,2018-10-31,7.4,7.45,7.45
INE005C01017,RTS POWER CO,,2018-10-31,50.9,,50.9
INE642C01025,RUBFILA INT.,,2018-10-31,78.3,,78.3
INE396H01019,RUBRA MEDICA,,2018-10-31,5.98,,5.98
INE812T01010,RUBY,,2018-10-31,14.5,,14.5
INE301D01026,RUBY MILLS,RUBYMILLS,2018-10-31,392.8,392,392.8
INE413B01023,RUCHI INFRA.,RUCHINFRA,2018-10-31,5.29,5.25,5.29
INE619A01027,RUCHI SOYA,RUCHISOYA,2018-10-31,17.4,17.4,17.4
INE611C01012,RUCHI STR AL,,2018-10-31,2.03,,2.03
INE803H01014,RUCHIRA PAP,RUCHIRA,2018-10-31,185.6,185.8,185.8
INE027T01015,RUDRA,,2018-10-31,216.6,,216.6
INE347C01013,RUNGTA IRRIG,,2018-10-31,31.5,,31.5
INE895B01021,RUPA & CO,RUPA,2018-10-31,454.8,453.25,454.8
INE573K01017,RUSHIL DECOR,RUSHIL,2018-10-31,1003.3,1004.25,1004.25
INE302D01016,RUTTONSHA IN,,2018-10-31,52.1,,52.1
INE118B01010,S.A.ENTERPR.,,2018-10-31,7.4,,7.4
