ISIN,BSE Name,NSE Symbol,Applicable Date,High Price on BSE (INR),High Price on NSE (INR),Fair market value,Type
INE347W01011,MAGADHSUGAR,MAGADSUGAR,10/31/2018,151.9,151,151.9,Stock
INE511C01022,MAGMA FIN,MAGMA,10/31/2018,164,165,165,Stock
INE437D01010,MAGNA ELECTR,,10/31/2018,221.95,,221.95,Stock
INE387I01016,MAGNUM VENT,MAGNUM,10/31/2018,13.47,13.15,13.47,Stock
INE101A01026,MAH & MAH,M&M,10/31/2018,770,771.15,771.15,Stock
INE998I01010,MAH HOLIDAY,MHRIL,10/31/2018,353,354,354,Stock
INE843B01013,MAH.RAS.APEX,,10/31/2018,159.7,,159.7,Stock
INE288A01013,MAH.SCOOTER,MAHSCOOTER,10/31/2018,2709,2700.05,2709,Stock
INE271B01025,MAH.SEAMLESS,MAHSEAMLES,10/31/2018,548.05,518.55,548.05,Stock
INE272E01027,MAHA CORP,,10/31/2018,0.29,,0.29,Stock
INE451L01014,MAHA STEEL,MAHASTEEL,10/31/2018,109.7,110.3,110.3,Stock
INE112D01035,MAHA.RUBTECH,,10/31/2018,54.4,,54.4,Stock
INE153A01019,MAHA.TELE,MTNL,10/31/2018,25.9,25.85,25.9,Stock
INE734D01010,MAHAAN FOODS,,10/31/2018,19.3,,19.3,Stock
INE007G01014,MAHASAGAR TR,,10/31/2018,5.65,,5.65,Stock
INE987M01023,MAHAVIRIND,,10/31/2018,1.82,,1.82,Stock
INE263W01010,,MAHESHWARI,10/31/2018,,175.4,175.4,Stock
INE536H01010,MAHINDCIE,MAHINDCIE,10/31/2018,230.25,230.7,230.7,Stock
INE813A01018,MAHINDRALIFE,MAHLIFE,10/31/2018,510,505,510,Stock
INE766P01016,MAHLOG,MAHLOG,10/31/2018,478.5,486,486,Stock
INE683C01011,MAITHAN ALL,MAITHANALL,10/31/2018,905,905.6,905.6,Stock
INE201B01022,MAJESTIC AUT,,10/31/2018,198.2,,198.2,Stock
INE987A01010,MAKERS LAB.,,10/31/2018,96,,96,Stock
INE389C01015,MALLCOM,,10/31/2018,324,,324,Stock
INE383H01017,MALU PAPER,MALUPAPER,10/31/2018,42.8,43.75,43.75,Stock
INE272B01015,MALWA COTTON,,10/31/2018,5.05,,5.05,Stock
INE584F01014,MAN DRUGORG,MANGALAM,10/31/2018,181,183.5,183.5,Stock
INE993A01026,MAN IND.(I),MANINDS,10/31/2018,132.35,131.95,132.35,Stock
INE949H01023,MAN INFRA,MANINFRA,10/31/2018,65.8,65.8,65.8,Stock
INE015D01022,MANAKSIA LTD,MANAKSIA,10/31/2018,68.8,69.1,69.1,Stock
INE824Q01011,MANAKSTELTD,MANAKSTEEL,10/31/2018,40.95,40.5,40.95,Stock
INE201A01024,MANALI PETRO,MANALIPETC,10/31/2018,37.1,37.2,37.2,Stock
INE522D01027,MANAP FIN,MANAPPURAM,10/31/2018,114.95,114.85,114.95,Stock
INE800W01019,MANAS,,10/31/2018,370,,370,Stock
INE104Y01012,,MANAV,10/31/2018,,19.1,19.1,Stock
INE545L01021,MANCREDIT,,10/31/2018,4.12,,4.12,Stock
INE087J01010,MANDHANA,MANDHANA,10/31/2018,7.78,7.8,7.8,Stock
INE347A01017,MANGALAM CEM,MANGLMCEM,10/31/2018,423.25,424.7,424.7,Stock
INE717C01025,MANGALAM IND,,10/31/2018,1.7,,1.7,Stock
INE805B01012,MANGALAM TIM,MANGTIMBER,10/31/2018,36.5,35.2,36.5,Stock
INE558B01017,MANGLR.CHEM,MANGCHEFER,10/31/2018,74.55,74.35,74.55,Stock
INE784W01015,MANOMAY,,10/31/2018,50.65,,50.65,Stock
INE370D01013,MANORG,,10/31/2018,209.4,,209.4,Stock
INE122R01018,MANPASAND,MANPASAND,10/31/2018,393.6,392,393.6,Stock
INE094E01017,MANSI FINANC,,10/31/2018,36.45,,36.45,Stock
INE867A01022,MANUGRAPH IN,MANUGRAPH,10/31/2018,52,53.9,53.9,Stock
INE882A01013,MARAL OVERS,MARALOVER,10/31/2018,42.2,42.4,42.4,Stock
INE182D01012,MARATHON NEX,MARATHON,10/31/2018,575,576.8,576.8,Stock
INE277E01026,MARDIA SAMYG,,10/31/2018,2.67,,2.67,Stock
INE941E01019,MARG LTD,,10/31/2018,22.4,,22.4,Stock
INE942E01017,MARG PRO IN,,10/31/2018,12,,12,Stock
INE680B01019,MARGO FIN,,10/31/2018,16.5,,16.5,Stock
INE196A01026,MARICOLTD,MARICO,10/31/2018,318.7,315.35,318.7,Stock
INE944C01017,MARKET CREAT,,10/31/2018,5.9,,5.9,Stock
INE750C01026,MARKSANS,MARKSANS,10/31/2018,42.15,42.2,42.2,Stock
INE415B01036,MARSONS,,10/31/2018,5.88,,5.88,Stock
INE199D01016,MARTIN BURN,,10/31/2018,44.7,,44.7,Stock
INE392G01010,MARUTI INFRA,,10/31/2018,31.9,,31.9,Stock
INE585B01010,MARUTISUZUK,MARUTI,10/31/2018,9584,9585,9585,Stock
INE348L01012,MASFIN,MASFIN,10/31/2018,640,642,642,Stock
INE759A01021,MASTEK LTD,MASTEK,10/31/2018,492.45,493.3,493.3,Stock
INE677D01011,MASTER TRUST,,10/31/2018,113,,113,Stock
INE963B01019,MATHEW EASOW,,10/31/2018,17.1,,17.1,Stock
INE190E01021,MATRA REALT,,10/31/2018,0.5,,0.5,Stock
INE866R01028,MATRIMONY,MATRIMONY,10/31/2018,929.95,934.95,934.95,Stock
INE636A01039,MAWANA SUGAR,MAWANASUG,10/31/2018,71.45,71.7,71.7,Stock
INE393F01010,MAXHEIGHTS,,10/31/2018,54,,54,Stock
INE161B01036,MAXIMAA SYST,,10/31/2018,8.9,,8.9,Stock
INE544W01013,MAXIMUS,,10/31/2018,40,,40,Stock
INE153U01017,MAXINDIA,MAXINDIA,10/31/2018,114.8,115.2,115.2,Stock
INE154U01015,MAXVIL,MAXVIL,10/31/2018,83.25,83.35,83.35,Stock
INE799E01011,MAYUR LEATHR,,10/31/2018,21.95,,21.95,Stock
INE040D01038,MAYUR UNIQ.,MAYURUNIQ,10/31/2018,503,504.95,504.95,Stock
INE885E01034,MAZDA LTD,MAZDA,10/31/2018,458,456,458,Stock
INE900L01010,,MBAPL,10/31/2018,,50,50,Stock
INE912H01013,MBL INFRA,MBLINFRA,10/31/2018,24.8,24.9,24.9,Stock
INE836H01014,MCD HOLDING,MCDHOLDING,10/31/2018,45.45,42.35,45.45,Stock
INE813V01014,,MCL,10/31/2018,,278,278,Stock
INE942G01012,MCLEOD RUSSE,MCLEODRUSS,10/31/2018,176,175.75,176,Stock
INE748A01016,MCNALLYB,MBECL,10/31/2018,61.45,61.85,61.85,Stock
INE745G01035,MCX LTD,MCX,10/31/2018,787.75,788,788,Stock
INE442D01010,MEDI CAPS,,10/31/2018,30.7,,30.7,Stock
INE200D01020,MEDIA MATRIX,,10/31/2018,6.2,,6.2,Stock
INE646B01010,MEDICAMEN BI,,10/31/2018,714.7,,714.7,Stock
INE343X01018,MEERA,,10/31/2018,336.05,,336.05,Stock
INE188C01011,MEFCOM AGRO,,10/31/2018,4.74,,4.74,Stock
INE186C01015,MEFCOM CAPIT,,10/31/2018,23.4,,23.4,Stock
INE804B01023,MEGA CORPN.,,10/31/2018,1.23,,1.23,Stock
INE933B01012,MEGASOFT LTD,MEGASOFT,10/31/2018,14.79,14.7,14.79,Stock
INE0CT101020,MEGHMANI,MEGH,10/31/2018,108.5,108.5,108.5,Stock
INE218B01018,MEGLON,,10/31/2018,14.21,,14.21,Stock
INE756R01013,MEGRISOFT,,10/31/2018,15.9,,15.9,Stock
INE062Y01012,MEHAI,,10/31/2018,80,,80,Stock
INE239B01014,MEHTA HOUSIN,,10/31/2018,9.11,,9.11,Stock
INE240B01012,MEHTA I.FIN,,10/31/2018,13.94,,13.94,Stock
INE241B01010,MEHTA SECUR.,,10/31/2018,8.23,,8.23,Stock
INE242Q01016,MEL,,10/31/2018,12.95,,12.95,Stock
INE817A01019,MELSTAR INFO,MELSTAR,10/31/2018,3.69,4.25,4.25,Stock
INE071D01033,MENON BEAR.,MENONBE,10/31/2018,117,117,117,Stock
INE650G01029,MENON PISTON,,10/31/2018,32.45,,32.45,Stock
INE776I01010,MEP,MEP,10/31/2018,91.9,91.95,91.95,Stock
INE689O01013,MERCANTILE,,10/31/2018,12.85,,12.85,Stock
INE934B01028,MERCATOR,MERCATOR,10/31/2018,40.95,40.95,40.95,Stock
INE199A01012,MERCK LTD,MERCK,10/31/2018,1500,1492.45,1500,Stock
INE947G01011,MERCURYLAB,,10/31/2018,489,,489,Stock
INE170N01016,MESCON,,10/31/2018,51.15,,51.15,Stock
INE161E01014,METAL COATIN,,10/31/2018,40.95,,40.95,Stock
INE425A01011,METALFORGE,METALFORGE,10/31/2018,33.95,33,33.95,Stock
INE592I01029,METKORE,METKORE,10/31/2018,3.55,3.6,3.6,Stock
INE085D01033,METROGLOBL,,10/31/2018,94.25,,94.25,Stock
INE244C01020,MFL INDIA,,10/31/2018,0.23,,0.23,Stock
INE180A01020,MFSL,MFSL,10/31/2018,538,538.85,538.85,Stock
INE002S01010,MGL,MGL,10/31/2018,1030,1026.75,1030,Stock
INE957U01011,MHEL,,10/31/2018,22.5,,22.5,Stock
INE287C01029,MIC ELECTRON,MIC,10/31/2018,9,9.05,9.05,Stock
INE401C01018,MID INDIA IN,,10/31/2018,0.59,,0.59,Stock
INF109KB1XT3,MIDCAPIWIN,MIDCAPIWIN,10/31/2018,76,76.25,76.25,Stock
INE747B01016,MID-DAY MULT,NEXTMEDIA,10/31/2018,17.65,17.6,17.65,Stock
INE621I01018,MIENT,,10/31/2018,46,,46,Stock
INE151H01018,MILE GLOBAL,,10/31/2018,12.42,,12.42,Stock
INE588G01013,MILKFOOD,,10/31/2018,373.9,,373.9,Stock
INE570N01025,MILLENNIUM,,10/31/2018,0.79,,0.79,Stock
INE376Y01016,,MILTON,10/31/2018,,25,25,Stock
INE952C01028,MINAXI TEXT.,,10/31/2018,1.52,,1.52,Stock
INE405E01023,MINDA IND,MINDAIND,10/31/2018,1248.55,1249.45,1249.45,Stock
INE842C01021,MINDACORP,MINDACORP,10/31/2018,204,205,205,Stock
INE110B01017,MINDTECK (I),MINDTECK,10/31/2018,77.9,78,78,Stock
INE018I01017,MINDTREE LTD,MINDTREE,10/31/2018,778.5,779.15,779.15,Stock
INE123F01029,MINERAL&METL,MMTC,10/31/2018,61.9,61.95,61.95,Stock
INE281E01010,MINI DIAMOND,,10/31/2018,10.38,,10.38,Stock
INE831A01028,MIRC ELECT,MIRCELECTR,10/31/2018,54.05,54,54.05,Stock
INE771A01026,MIRZA INTER,MIRZAINT,10/31/2018,137.5,137.3,137.5,Stock
INE540S01019,MISHKA,,10/31/2018,25,,25,Stock
INE844D01017,MITSHI,,10/31/2018,11.02,,11.02,Stock
INE317V01016,MITSU,,10/31/2018,171.1,,171.1,Stock
INE898S01029,MJCO,MAJESCO,10/31/2018,569.65,568.8,569.65,Stock
INE265N01030,MKEL,,10/31/2018,2.5,,2.5,Stock
INE227F01010,MKEXIM,,10/31/2018,10,,10,Stock
INE964W01013,,MKPL,10/31/2018,,95,95,Stock
INE859Q01017,MNKALCOLTD,MANAKALUCO,10/31/2018,13.67,13.65,13.67,Stock
INE830Q01018,MNKCMILTD,MANAKCOAT,10/31/2018,19.7,18.95,19.7,Stock
INE380D01012,MODELLA WOOL,,10/31/2018,4.62,,4.62,Stock
INE617B01011,MODERN DAIRI,,10/31/2018,10.24,,10.24,Stock
INE251D01023,MODERN INDIA,,10/31/2018,49.2,,49.2,Stock
INE370A01019,MODERN SHARE,,10/31/2018,19.95,,19.95,Stock
INE001F01019,MODERN STEEL,,10/31/2018,18.5,,18.5,Stock
INE072D01015,MODEX INT,,10/31/2018,42.15,,42.15,Stock
INE832A01018,MODI RUBBER,,10/31/2018,110,,110,Stock
INE537F01012,MODINATURAL,,10/31/2018,134.9,,134.9,Stock
INE170C01019,MODIPON,,10/31/2018,35,,35,Stock
INE737D01021,MODISON MET.,,10/31/2018,78,,78,Stock
INE954E01012,MOHIT INDUS.,MOHITIND,10/31/2018,40.1,40,40.1,Stock
INE388C01017,MOHIT PAPER,,10/31/2018,14.96,,14.96,Stock
INE154B01015,MOHITE,,10/31/2018,16.45,,16.45,Stock
INE313D01013,MOHOTAIND,MOHOTAIND,10/31/2018,402.95,404.7,404.7,Stock
INE490G01020,MOIL LTD,MOIL,10/31/2018,245.95,246.05,246.05,Stock
INE514Y01012,,MOKSH,10/31/2018,,44.25,44.25,Stock
INE835B01035,MOLD-TEK TEC,MOLDTECH,10/31/2018,70.25,72.4,72.4,Stock
INE893J01029,MOLDTKPACK,MOLDTKPAC,10/31/2018,353.6,359.75,359.75,Stock
INE903D01011,MONARCH,,10/31/2018,85,,85,Stock
INE407E01029,MONNET IND.,,10/31/2018,9.35,,9.35,Stock
INE743C01013,MONNETISPA,MONNETISPA,10/31/2018,29.85,29.85,29.85,Stock
INE493H01014,MONNETPRO,,10/31/2018,15.5,,15.5,Stock
INE811D01024,MONOTYPE IND,,10/31/2018,3.85,,3.85,Stock
INE274B01011,MONSANTO (I),MONSANTO,10/31/2018,2592.25,2594.35,2594.35,Stock
INE950M01013,MONTECARLO,MONTECARLO,10/31/2018,610,607.9,610,Stock
INE153K01018,MOONGIPA CAP,,10/31/2018,10,,10,Stock
INE161G01027,MORARJETEX,MORARJEE,10/31/2018,56.5,55.5,56.5,Stock
INE367A01015,MORARKA FIN.,,10/31/2018,35.1,,35.1,Stock
INE083A01026,MOREPEN LAB.,MOREPENLAB,10/31/2018,36.2,36.2,36.2,Stock
INE599F01012,MORGAN CRU,,10/31/2018,1010,,1010,Stock
INE935B01025,MOSCHIP SEMI,,10/31/2018,38.5,,38.5,Stock
INE739A01015,MOSER BEAR,MOSERBAER,10/31/2018,5.05,5,5.05,Stock
INE775A01035,MOTHERSON SS,MOTHERSUMI,10/31/2018,367.45,367.55,367.55,Stock
INE338I01027,MOTILALOFS,MOTILALOFS,10/31/2018,1295,1293,1295,Stock
INE861B01015,MOTOR&GEN.FI,MOTOGENFIN,10/31/2018,38.8,39.35,39.35,Stock
INE356A01018,MPHASIS LTD,MPHASIS,10/31/2018,910.95,912,912,Stock
INE844C01027,MPIL CORP L,,10/31/2018,212.65,,212.65,Stock
INE343A01016,MPL,,10/31/2018,20.8,,20.8,Stock
INE943D01017,MPS LTD,MPSLTD,10/31/2018,591.55,593.8,593.8,Stock
INE105Y01019,,MPTODAY,10/31/2018,,145,145,Stock
INE333Y01017,MRCEXIM,,10/31/2018,7.3,,7.3,Stock
INE883A01011,MRF LTD.,MRF,10/31/2018,70610.8,68798.75,70610.8,Stock
INE398B01018,MRO-TEK,MRO-TEK,10/31/2018,29.15,30,30,Stock
INE103A01014,MRPL,MRPL,10/31/2018,130,130,130,Stock
INE196R01012,MRSS,,10/31/2018,300,,300,Stock
INE829S01016,MSL,,10/31/2018,120,,120,Stock
INE752G01015,MSP STEEL,MSPL,10/31/2018,25.6,26,26,Stock
INE331L01026,MSR INDIA,,10/31/2018,39.55,,39.55,Stock
INE472M01018,MT EDUCARE,MTEDUCARE,10/31/2018,56.9,57,57,Stock
INE022B01014,MUKAND ENGG.,MUKANDENGG,10/31/2018,51.55,51.65,51.65,Stock
INE304A01026,MUKAND LTD.,MUKANDLTD,10/31/2018,90,86.9,90,Stock
INE596B01017,MUKESH BABU,,10/31/2018,92.85,,92.85,Stock
INE160O01031,MUKTA,,10/31/2018,40.1,,40.1,Stock
INE374B01019,MUKTA ARTS,MUKTAARTS,10/31/2018,89.25,89.3,89.3,Stock
INE150D01019,MUL,,10/31/2018,170.9,,170.9,Stock
INE003F01015,MULLER & PHI,,10/31/2018,77,,77,Stock
INE678F01014,MULTIBASE I,,10/31/2018,668.95,,668.95,Stock
INE672B01032,MUNAUTO,MUNJALAU,10/31/2018,86,86,86,Stock
INE577A01027,MUNJAL SHOWA,MUNJALSHOW,10/31/2018,278.5,277.6,278.5,Stock
INE692B01014,MURD.CERAM,MURUDCERA,10/31/2018,48,48.1,48.1,Stock
INE296G01013,MUTHOOT CAP,MUTHOOTCAP,10/31/2018,759,759.9,759.9,Stock
INE414G01012,MUTHOOT FIN,MUTHOOTFIN,10/31/2018,422.55,422,422.55,Stock
INE744I01034,MVL LIMITED,MVL,10/31/2018,0.5,0.55,0.55,Stock
INE741A01011,MYS PETRO,,10/31/2018,145,,145,Stock
INE732C01016,N C L IND.,NCLIND,10/31/2018,276.4,276.75,276.75,Stock
INE542C01019,N K INDUST.,NKIND,10/31/2018,52.2,49.85,52.2,Stock
INE825C01018,N.G.IND.LTD.,,10/31/2018,83.55,,83.55,Stock
INE740D01017,N.R.AGARWAL,NRAIL,10/31/2018,499.9,502.95,502.95,Stock
INF247L01031,N100,N100,10/31/2018,524,514.99,524,Stock
INE295D01020,NACLIND,NACLIND,10/31/2018,55.75,55.95,55.95,Stock
INE793H01017,NAGAR.AGRITE,,10/31/2018,8.8,,8.8,Stock
INE454M01024,NAGARFERT,NAGAFERT,10/31/2018,23.15,23.4,23.4,Stock
INE099E01016,NAGPUR POWER,,10/31/2018,46.35,,46.35,Stock
INE123B01028,NAGREEKA EXP,NAGREEKEXP,10/31/2018,38,39.7,39.7,Stock
INE245I01016,NAGREKA CAP,NAGREEKCAP,10/31/2018,43.5,41.8,43.5,Stock
INE049I01012,NAHAR CAP,NAHARCAP,10/31/2018,176.95,176.9,176.95,Stock
INE289A01011,NAHAR INDUST,NAHARINDUS,10/31/2018,103.85,104.65,104.65,Stock
INE308A01027,NAHAR POLY,NAHARPOLY,10/31/2018,77.4,77.95,77.95,Stock
INE290A01027,NAHAR SPG.,NAHARSPING,10/31/2018,119.6,119.95,119.95,Stock
INE559B01023,NAKODA,NAKODA,10/31/2018,0.48,0.5,0.5,Stock
INE606C01012,NALIN LEASE,,10/31/2018,25.4,,25.4,Stock
INE023A01030,NALWA SONS,NSIL,10/31/2018,1329,1348,1348,Stock
INE792G01011,NAM SEC,,10/31/2018,30.2,,30.2,Stock
INE696V01013,,NANDANI,10/31/2018,,103.2,103.2,Stock
INE223R01014,NAPL,,10/31/2018,97.5,,97.5,Stock
INE715T01015,NARAYANI,,10/31/2018,53,,53,Stock
INE540C01021,NARBADA,,10/31/2018,20.05,,20.05,Stock
INE603F01012,NARENDRA PRO,,10/31/2018,11,,11,Stock
INE869A01010,NARMADA GEL,,10/31/2018,161.35,,161.35,Stock
INE896D01017,NAT PLASTIC,,10/31/2018,42.4,,42.4,Stock
INE088B01015,NAT STL AGRO,NATNLSTEEL,10/31/2018,42.4,43,43,Stock
INE139A01034,NAT.ALUM,NATIONALUM,10/31/2018,77.6,77.75,77.75,Stock
INE585A01020,NAT.PEROXIDE,,10/31/2018,2144,,2144,Stock
INE233D01013,NAT.PLASTIC,,10/31/2018,66.4,,66.4,Stock
INE987B01026,NATCO PHARM,NATCOPHARM,10/31/2018,963,956.35,963,Stock
INE174S01017,NATECO,,10/31/2018,89.4,,89.4,Stock
INE643C01015,NATFIT,,10/31/2018,235.95,,235.95,Stock
INE448G01010,NATH BIOGEN,NATHBIOGEN,10/31/2018,536.95,538.5,538.5,Stock
INE776A01025,NATH PULP,,10/31/2018,46.9,,46.9,Stock
INE296D01010,NATI. OXYGEN,,10/31/2018,45,,45,Stock
INE870D01012,NATIONAL FER,NFL,10/31/2018,73.65,73.9,73.9,Stock
INE166R01015,NATIONAL STD,,10/31/2018,21.9,,21.9,Stock
INE444D01016,NATRAJ PROTE,,10/31/2018,39.3,,39.3,Stock
INE487B01019,NATURA HUE C,,10/31/2018,4.37,,4.37,Stock
INE936B01015,NATURAL CAPS,,10/31/2018,142.8,,142.8,Stock
INE725A01022,NAV BHAR VEN,NBVENTURES,10/31/2018,161.85,162.4,162.4,Stock
INE048G01026,NAVIN FLUORI,NAVINFLUOR,10/31/2018,819.5,820,820,Stock
INE268H01010,NAVKAR BUILD,,10/31/2018,18.7,,18.7,Stock
INE278M01019,NAVKARCORP,NAVKARCORP,10/31/2018,185.5,185.5,185.5,Stock
INE365G01016,NAVKETAN,,10/31/2018,0.85,,0.85,Stock
INE060A01024,NAVNETEDUL,NAVNETEDUL,10/31/2018,148,148,148,Stock
INE095N01023,NBCC,NBCC,10/31/2018,229.5,229.6,229.6,Stock
INE365I01020,,NBIFIN,10/31/2018,,1681,1681,Stock
INE868B01028,NCC,NCC,10/31/2018,126.75,126.85,126.85,Stock
INE768B01012,NCC FINANCE,,10/31/2018,1.21,,1.21,Stock
INE132F01020,NCL RESEARCH,,10/31/2018,1.7,,1.7,Stock
INE756C01015,,NDGL,10/31/2018,,1649.25,1649.25,Stock
INE875G01030,NDL,NDL,10/31/2018,148.3,146.55,148.3,Stock
INE155G01029,NDTV,NDTV,10/31/2018,45.8,45.75,45.8,Stock
INE553C01016,NECC LTD,NECCLTD,10/31/2018,29.5,29.45,29.5,Stock
INE023H01027,NECTAR LIFE,NECLIFE,10/31/2018,33.5,33.55,33.55,Stock
INE605D01012,NEELAMALAI,,10/31/2018,1550,,1550,Stock
INE894J01019,NEERAJ,,10/31/2018,16.1,,16.1,Stock
INE874D01022,NEHA INTER.,,10/31/2018,8.19,,8.19,Stock
INE555X01017,NEL,,10/31/2018,9.5,,9.5,Stock
INE189I01024,NELCAST,NELCAST,10/31/2018,88.2,87.95,88.2,Stock
INE045B01015,NELCO LTD.,NELCO,10/31/2018,124.2,124.45,124.45,Stock
INE851C01014,NEOCORP INTE,,10/31/2018,3.38,,3.38,Stock
INE552E01014,NEOGEM INDIA,,10/31/2018,5.42,,5.42,Stock
INE216I01017,NEOINFRA,,10/31/2018,38.3,,38.3,Stock
INE317F01035,NESCO LTD,NESCO,10/31/2018,614,617.5,617.5,Stock
INE239A01016,NESTLE (I),NESTLEIND,10/31/2018,7505.85,7514,7514,Stock
INE553E01012,,NET4,10/31/2018,,1.75,1.75,Stock
INE027D01019,NETTLINX LTD,,10/31/2018,92.5,,92.5,Stock
INE738A01017,NETVISTA INF,,10/31/2018,2.87,,2.87,Stock
INE010C01025,NETWORK LTD.,,10/31/2018,4.55,,4.55,Stock
INE794A01010,NEULAND LAB.,NEULANDLAB,10/31/2018,844.4,843.6,844.4,Stock
INE619B01017,NEWGEN,NEWGEN,10/31/2018,258.15,258,258.15,Stock
INE835U01019,NEWLIGHT,,10/31/2018,23.2,,23.2,Stock
INE217Q01018,NFIL,,10/31/2018,14.59,,14.59,Stock
INE887E01022,NGL FINE CHM,,10/31/2018,445,,445,Stock
INE410P01011,NH,NH,10/31/2018,289.2,288,289.2,Stock
INE141C01028,NHCFOODS,,10/31/2018,15.1,,15.1,Stock
INE848E01016,NHPC,NHPC,10/31/2018,29.95,30,30,Stock
INE470Y01017,NIACL,NIACL,10/31/2018,636.85,639,639,Stock
INE653C01022,NICCO PARKS,,10/31/2018,42,,42,Stock
INE276H01013,NIDHI GRANIT,,10/31/2018,17.3,,17.3,Stock
INE666Q01016,NIDL,,10/31/2018,49.55,,49.55,Stock
INF109KA1962,NIF100IWIN,NIF100IWIN,10/31/2018,119.69,122,122,Stock
INF732E01011,NIFTY BEES,NIFTYBEES,10/31/2018,1138.7,1138.5,1138.7,Stock
INF754K01EK3,,NIFTYEES,10/31/2018,,12350,12350,Stock
INF109K012R6,NIFTYIWIN,NIFTYIWIN,10/31/2018,113.41,114,114,Stock
INE876E01033,NIHAR INFO,,10/31/2018,14.5,,14.5,Stock
INE161A01038,NIIT LTD.,NIITLTD,10/31/2018,107,106.4,107,Stock
INE591G01017,NIITTECH,NIITTECH,10/31/2018,866.65,868,868,Stock
INE926C01014,NIKHIL ADHSV,,10/31/2018,226.5,,226.5,Stock
INE937C01029,NILA INFRA.,NILAINFRA,10/31/2018,23.25,23.2,23.25,Stock
INE416N01013,NILACHAL REF,,10/31/2018,33.1,,33.1,Stock
INE445D01013,NILE LTD.,,10/31/2018,930.9,,930.9,Stock
INE310A01015,NILKAMAL L,NILKAMAL,10/31/2018,1851.9,1850,1851.9,Stock
INE470M01020,NIMBUS IND.,,10/31/2018,4.5,,4.5,Stock
INE395U01014,NINSYS,,10/31/2018,19.5,,19.5,Stock
INE567A01010,NIPPOBATRY,NIPPOBATRY,10/31/2018,883.55,880.1,883.55,Stock
INE368I01016,NIRAJ CEMENT,,10/31/2018,31.7,,31.7,Stock
INE910A01012,NIRLON,,10/31/2018,215.95,,215.95,Stock
INE858F01012,NITCO TILES,NITCO,10/31/2018,134,134,134,Stock
INE639K01016,NITESH EST,NITESHEST,10/31/2018,16.1,16.05,16.1,Stock
INE489H01020,NITIN FIRE,NITINFIRE,10/31/2018,6.35,6.4,6.4,Stock
INE861H01012,NITINCAST,,10/31/2018,180,,180,Stock
INE229H01012,NITINSPINNER,NITINSPIN,10/31/2018,122.6,122.35,122.6,Stock
INE439T01012,,NITIRAJ,10/31/2018,,77,77,Stock
INE265B01019,NITTA GELA,,10/31/2018,239.8,,239.8,Stock
INE480D01010,NIYOGIN,,10/31/2018,90.05,,90.05,Stock
INE589A01014,NLCINDIA,NLCINDIA,10/31/2018,106,104.8,106,Stock
INE584A01023,NMDC LTD,NMDC,10/31/2018,144.4,144.6,144.6,Stock
INE203Q01026,NOBPOL,,10/31/2018,0.45,,0.45,Stock
INE163A01018,NOCIL LTD,NOCIL,10/31/2018,211.3,212,212,Stock
INE781B01015,NOIDA-TOLL B,NOIDATOLL,10/31/2018,14.72,14.8,14.8,Stock
INE369C01017,,NORBTEAEXP,10/31/2018,,7.45,7.45,Stock
INE453M01018,NORL,NAGAROIL,10/31/2018,4.4,4.35,4.4,Stock
INE317B01034,NOUVEAU,,10/31/2018,14.37,,14.37,Stock
INE608C01026,NOVA IRON&ST,,10/31/2018,8.8,,8.8,Stock
INE900O01014,NOVAPUBLIC,,10/31/2018,29.45,,29.45,Stock
INE234A01025,NOVARTIS,,10/31/2018,649.95,,649.95,Stock
INE446D01011,NPR FINANCE,,10/31/2018,40,,40,Stock
INE605F01017,NR INTERNA,,10/31/2018,5.76,,5.76,Stock
INE349A01021,NRB BEARINGS,NRBBEARING,10/31/2018,166.2,165.9,166.2,Stock
INE047O01014,NRB IND BEA,NIBL,10/31/2018,29.15,29,29.15,Stock
INE920C01017,NTC INDUST,,10/31/2018,49.7,,49.7,Stock
INE333I01036,NTL,NTL,10/31/2018,4.55,4.5,4.55,Stock
INE733E01010,NTPC LTD,NTPC,10/31/2018,170.95,170.95,170.95,Stock
INE870H01013,NTWK MED INV,NETWORK18,10/31/2018,57.15,57.2,57.2,Stock
INE096B01018,NUCLE.SOFT E,NUCLEUS,10/31/2018,456.15,456.9,456.9,Stock
INE960H01012,NUTECH GLOBA,,10/31/2018,10,,10,Stock
INE318J01027,NUTEK INDIA,NUTEK,10/31/2018,1.27,1.3,1.3,Stock
INE230G01020,NUTRA,,10/31/2018,37.9,,37.9,Stock
INF109KB1WY5,NV20IWIN,NV20IWIN,10/31/2018,,51.2,51.2,Stock
INE812K01027,NYSSACORP,,10/31/2018,1.43,,1.43,Stock
INE189Q01019,OASIS,,10/31/2018,81,,81,Stock
INE876A01015,OASIS SECUR.,,10/31/2018,35.85,,35.85,Stock
INE093I01010,OBEROI REAL,OBEROIRLTY,10/31/2018,547.95,540.95,547.95,Stock
INE732P01018,OBI LTD,,10/31/2018,112.25,,112.25,Stock
INE049J01010,OCEAN AGRO,,10/31/2018,21.65,,21.65,Stock
INE711V01010,OCEANIC,,10/31/2018,145.4,,145.4,Stock
INE290B01025,OCL INDIA L,OCL,10/31/2018,1393.55,1388.6,1393.55,Stock
INE196J01019,OCL IRON&ST,OISL,10/31/2018,4.41,4.35,4.41,Stock
INE814L01013,OCTAVE,,10/31/2018,1.83,,1.83,Stock
